buy #,Symbol,b/s,buy date,purchase price,purchase qty,COGS,sell #,Symbol,b/s,sell date,sell price,sell qty,Revenue,fee,net sale,gain/loss $,gain/loss %,days held,G/L,Week
2506,KO,B,3/19/2019,(45.4893),50,-2274.465,2528,KO,S,3/20/2019,45.8000 ,50,2290.000,0.040,2289.960,15.535,0.683%,1,G,12
2493,KR,B,3/19/2019,(24.5100),90,-2205.900,2494,KR,S,3/19/2019,24.5301 ,90,2207.709,0.040,2207.669,1.809,0.082%,0,G,12
2511,MAS,B,3/19/2019,(39.0850),60,-2345.100,2520,MAS,S,3/20/2019,38.6800 ,60,2320.800,0.050,2320.750,-24.300,-1.036%,1,L,12
2514,NFLX,B,3/19/2019,(358.4000),10,-3584.000,2523,NFLX,S,3/20/2019,363.7700 ,10,3637.700,0.060,3637.640,53.700,1.498%,1,G,12
2491,NKE,B,3/19/2019,(87.9090),30,-2637.270,2499,NKE,S,3/19/2019,87.4800 ,30,2624.400,0.050,2624.350,-12.870,-0.488%,0,L,12
2508,NKE,B,3/19/2019,(87.7500),30,-2632.500,2526,NKE,S,3/20/2019,86.8700 ,30,2606.100,0.050,2606.050,-26.400,-1.003%,1,L,12
2509,PG,B,3/19/2019,(101.5500),20,-2031.000,2531,PG,S,3/20/2019,102.0500 ,20,2041.000,0.040,2040.960,10.000,0.492%,1,G,12
2487,SBUX,B,3/19/2019,(71.0097),50,-3550.485,2490,SBUX,S,3/19/2019,71.0100 ,50,3550.500,0.060,3550.440,0.015,0.000%,0,G,12
2497,SBUX,B,3/19/2019,(71.0999),30,-2132.997,2504,SBUX,S,3/19/2019,71.3000 ,30,2139.000,0.040,2138.960,6.003,0.281%,0,G,12
2512,TMUS,B,3/19/2019,(72.8894),30,-2186.682,2554,TMUS,S,3/21/2019,72.0902 ,30,2162.706,0.040,2162.666,-23.976,-1.096%,2,L,12
2507,YUM,B,3/19/2019,(99.4300),20,-1988.600,2517,YUM,S,3/20/2019,98.4300 ,20,1968.600,0.040,1968.560,-20.000,-1.006%,1,L,12
2521,AMAT,B,3/20/2019,(40.0698),50,-2003.490,2525,AMAT,S,3/20/2019,39.6600 ,50,1983.000,0.040,1982.960,-20.490,-1.023%,0,L,12
2518,CSCO,B,3/20/2019,(52.9992),30,-1589.976,2527,CSCO,S,3/20/2019,53.8000 ,30,1614.000,0.040,1613.960,24.024,1.511%,0,G,12
2522,MU,B,3/20/2019,(39.9500),13,-519.350,2534,MU,S,3/20/2019,40.3000 ,13,523.900,0.020,523.880,4.550,0.876%,0,G,12
2519,PFE,B,3/20/2019,(42.0950),25,-1052.375,2529,PFE,S,3/20/2019,42.3010 ,25,1057.525,0.030,1057.495,5.150,0.489%,0,G,12
2524,T,B,3/20/2019,(30.5000),50,-1525.000,2532,T,S,3/20/2019,30.6500 ,50,1532.500,0.030,1532.470,7.500,0.492%,0,G,12
2539,AMAT,B,3/21/2019,(39.7500),70,-2782.500,2546,AMAT,S,3/21/2019,40.6000 ,70,2842.000,0.050,2841.950,59.500,2.138%,0,G,12
2538,BAC,B,3/21/2019,(28.5100),80,-2280.800,2557,BAC,S,3/21/2019,28.2801 ,80,2262.408,0.040,2262.368,-18.392,-0.806%,0,L,12
2535,CRON,B,3/21/2019,(21.3600),70,-1495.200,2555,CRON,S,3/21/2019,20.8117 ,70,1456.819,0.030,1456.789,-38.381,-2.567%,0,L,12
2540,FAST,B,3/21/2019,(62.6700),30,-1880.100,2550,FAST,S,3/21/2019,63.1103 ,30,1893.309,0.040,1893.269,13.209,0.703%,0,G,12
2558,KO,B,3/21/2019,(45.5500),50,-2277.500,2573,KO,S,3/22/2019,46.0001 ,50,2300.005,0.040,2299.965,22.505,0.988%,1,G,12
2544,PG,B,3/21/2019,(101.6900),20,-2033.800,2551,PG,S,3/21/2019,102.3305 ,20,2046.610,0.040,2046.570,12.810,0.630%,0,G,12
2537,T,B,3/21/2019,(30.4900),70,-2134.300,2549,T,S,3/21/2019,30.7101 ,70,2149.707,0.040,2149.667,15.407,0.722%,0,G,12
2545,TCEHY,B,3/21/2019,(45.6000),50,-2280.000,2556,TCEHY,S,3/21/2019,46.0500 ,50,2302.500,0.040,2302.460,22.500,0.987%,0,G,12
2541,VFC,B,3/21/2019,(84.9500),1,-84.950,2552,VFC,S,3/21/2019,85.6042 ,1,85.604,0.010,85.594,0.654,0.770%,0,G,12
2542,VFC,B,3/21/2019,(84.9500),10,-849.500,2552,VFC,S,3/21/2019,85.6042 ,10,856.042,0.010,856.032,6.542,0.770%,0,G,12
2543,VFC,B,3/21/2019,(84.9500),4,-339.800,2552,VFC,S,3/21/2019,85.6042 ,4,342.417,0.010,342.407,2.617,0.770%,0,G,12
2536,YUM,B,3/21/2019,(98.4000),15,-1476.000,2548,YUM,S,3/21/2019,99.1600 ,15,1487.400,0.030,1487.370,11.400,0.772%,0,G,12
2565,FAST,B,3/22/2019,(62.9000),30,-1887.000,2569,FAST,S,3/22/2019,62.3101 ,30,1869.303,0.040,1869.263,-17.697,-0.938%,0,L,12
2575,INTC,B,3/22/2019,(53.5493),100,-5354.930,2580,INTC,S,3/22/2019,53.2401 ,100,5324.010,0.080,5323.930,-30.920,-0.577%,0,L,12
2576,MU,B,3/22/2019,(42.0299),100,-4202.990,2578,MU,S,3/22/2019,41.6000 ,100,4160.000,0.070,4159.930,-42.990,-1.023%,0,L,12
2564,NFLX,B,3/22/2019,(371.3000),10,-3713.000,2568,NFLX,S,3/22/2019,367.2100 ,10,3672.100,0.060,3672.040,-40.900,-1.102%,0,L,12
2577,NFLX,B,3/22/2019,(365.6800),15,-5485.200,2579,NFLX,S,3/22/2019,361.9000 ,15,5428.500,0.090,5428.410,-56.700,-1.034%,0,L,12
2559,NKE,B,3/22/2019,(85.1400),30,-2554.200,2562,NKE,S,3/22/2019,84.3508 ,30,2530.524,0.050,2530.474,-23.676,-0.927%,0,L,12
2567,PFE,B,3/22/2019,(42.2850),50,-2114.250,2583,PFE,S,3/22/2019,41.9500 ,50,2097.500,0.040,2097.460,-16.750,-0.792%,0,L,12
2572,PG,B,3/22/2019,(101.8500),25,-2546.250,2581,PG,S,3/22/2019,101.6405 ,25,2541.013,0.050,2540.963,-5.237,-0.206%,0,L,12
2563,SBUX,B,3/22/2019,(71.9097),30,-2157.291,20,SBUX,S,3/25/2019,72.3700 ,30,2171.100,0.040,2171.060,13.809,0.640%,3,G,13
2571,SQ,B,3/22/2019,(75.7390),30,-2272.170,2584,SQ,S,3/22/2019,75.1105 ,30,2253.315,0.040,2253.275,-18.855,-0.830%,0,L,12
2561,TMUS,B,3/22/2019,(72.1000),30,-2163.000,22,TMUS,S,3/25/2019,72.3401 ,30,2170.203,0.040,2170.163,7.203,0.333%,3,G,13
2585,TMUS,B,3/22/2019,(71.9999),30,-2159.997,2574,TMUS,S,3/22/2019,72.3407 ,30,2170.221,0.040,2170.181,10.224,0.473%,0,G,12
2566,VFC,B,3/22/2019,(84.9462),20,-1698.924,2570,VFC,S,3/22/2019,84.3401 ,20,1686.802,0.040,1686.762,-12.122,-0.714%,0,L,12
2560,YUM,B,3/22/2019,(99.2470),20,-1984.940,2582,YUM,S,3/22/2019,99.0201 ,20,1980.402,0.040,1980.362,-4.538,-0.229%,0,L,12
10,ABBV,B,3/25/2019,(79.8600),30,-2395.800,26,ABBV,S,3/26/2019,80.6501 ,30,2419.503,0.050,2419.453,23.703,0.989%,1,G,13
8,ABT,B,3/25/2019,(78.1054),30,-2343.162,20,ABT,S,3/26/2019,79.4445 ,30,2383.335,0.050,2383.285,40.173,1.714%,1,G,13
6,ADBE,B,3/25/2019,(258.6500),10,-2586.500,4,ADBE,S,3/26/2019,263.9000 ,10,2639.000,0.050,2638.950,52.500,2.030%,1,G,13
14,AMAT,B,3/25/2019,(39.9100),60,-2394.600,10,AMAT,S,3/26/2019,39.9500 ,60,2397.000,0.050,2396.950,2.400,0.100%,1,G,13
18,BAC,B,3/25/2019,(27.0099),100,-2700.990,8,BAC,S,3/26/2019,27.1000 ,100,2710.000,0.050,2709.950,9.010,0.334%,1,G,13
16,MSFT,B,3/25/2019,(117.2650),20,-2345.300,6,MSFT,S,3/26/2019,117.9000 ,20,2358.000,0.050,2357.950,12.700,0.542%,1,G,13
4,NKE,B,3/25/2019,(82.4250),30,-2472.750,18,NKE,S,3/26/2019,84.0350 ,30,2521.050,0.050,2521.000,48.300,1.953%,1,G,13
2,PG,B,3/25/2019,(101.7100),20,-2034.200,24,PG,S,3/26/2019,103.1310 ,20,2062.620,0.040,2062.580,28.420,1.397%,1,G,13
12,SYMC,B,3/25/2019,(22.8300),100,-2283.000,22,SYMC,S,3/26/2019,23.1801 ,100,2318.010,0.050,2317.960,35.010,1.534%,1,G,13
26,TCEHY,B,3/25/2019,(44.9500),60,-2697.000,46,TCEHY,S,3/26/2019,44.9000 ,60,2694.000,0.050,2693.950,-3.000,-0.111%,1,L,13
48,AMAT,B,3/26/2019,(39.4150),60,-2364.900,28,AMAT,S,3/27/2019,38.9101 ,60,2334.606,0.050,2334.556,-30.294,-1.281%,1,L,13
16,BAC,B,3/26/2019,(27.0200),100,-2702.000,48,BAC,S,3/27/2019,27.0101 ,100,2701.010,0.050,2700.960,-0.990,-0.037%,1,L,13
14,INTC,B,3/26/2019,(53.4800),50,-2674.000,16,INTC,S,3/27/2019,53.0301 ,50,2651.505,0.050,2651.455,-22.495,-0.841%,1,L,13
2,MU,B,3/26/2019,(41.1000),50,-2055.000,14,MU,S,3/27/2019,39.0601 ,50,1953.005,0.040,1952.965,-101.995,-4.963%,1,L,13
12,NFLX,B,3/26/2019,(362.1000),10,-3621.000,22,NFLX,S,3/27/2019,352.4001 ,10,3524.001,0.060,3523.941,-96.999,-2.679%,1,L,13
52,PG,B,3/26/2019,(102.8198),15,-1542.297,56,PG,S,3/29/2019,104.0600 ,15,1560.900,0.040,1560.860,18.603,1.206%,3,G,13
56,TCEHY,B,3/26/2019,(44.7500),60,-2685.000,10,TCEHY,S,3/27/2019,45.2300 ,60,2713.800,0.050,2713.750,28.800,1.073%,1,G,13
50,WDC,B,3/26/2019,(47.1600),60,-2829.600,20,WDC,S,3/27/2019,45.3500 ,60,2721.000,0.050,2720.950,-108.600,-3.838%,1,L,13
50,ADBE,B,3/27/2019,(259.9100),10,-2599.100,6,ADBE,S,3/28/2019,263.1200 ,10,2631.200,0.050,2631.150,32.100,1.235%,1,G,13
4,AMD,B,3/27/2019,(25.7000),100,-2570.000,18,AMD,S,3/27/2019,24.6701 ,100,2467.010,0.050,2466.960,-102.990,-4.007%,0,L,13
2,CRM,B,3/27/2019,(158.9900),15,-2384.850,12,CRM,S,3/27/2019,153.6701 ,15,2305.052,0.040,2305.012,-79.799,-3.346%,0,L,13
6,FSLR,B,3/27/2019,(51.2800),20,-1025.600,46,FSLR,S,3/27/2019,50.3701 ,20,1007.402,0.030,1007.372,-18.198,-1.774%,0,L,13
52,FSLR,B,3/27/2019,(50.4087),40,-2016.348,2,FSLR,S,3/28/2019,51.2301 ,40,2049.204,0.040,2049.164,32.856,1.629%,1,G,13
24,GLD,B,3/27/2019,(123.9990),20,-2479.980,24,GLD,S,4/1/2019,122.3600 ,20,2447.200,0.050,2447.150,-32.780,-1.322%,5,L,14
58,MSFT,B,3/27/2019,(116.3200),20,-2326.400,20,MSFT,S,4/1/2019,118.2150 ,20,2364.300,0.050,2364.250,37.900,1.629%,5,G,14
64,NFLX,B,3/27/2019,(351.8600),10,-3518.600,10,NFLX,S,3/28/2019,355.3424 ,10,3553.424,0.060,3553.364,34.824,0.990%,1,G,13
56,PEGI,B,3/27/2019,(22.1899),100,-2218.990,12,PEGI,S,4/1/2019,21.9050 ,100,2190.500,0.040,2190.460,-28.490,-1.284%,5,L,14
54,PFE,B,3/27/2019,(42.0250),50,-2101.250,30,PFE,S,3/29/2019,42.4000 ,50,2120.000,0.040,2119.960,18.750,0.892%,2,G,13
66,SBUX,B,3/27/2019,(72.8300),30,-2184.900,20,SBUX,S,3/29/2019,74.0901 ,30,2222.703,0.040,2222.663,37.803,1.730%,2,G,13
26,SLV,B,3/27/2019,(14.3699),200,-2873.980,2,SLV,S,4/1/2019,14.2450 ,200,2849.000,0.060,2848.940,-24.980,-0.869%,5,L,14
62,TCEHY,B,3/27/2019,(45.0000),50,-2250.000,8,TCEHY,S,3/29/2019,45.9800 ,50,2299.000,0.040,2298.960,49.000,2.178%,2,G,13
12,INTC,B,3/28/2019,(52.9500),40,-2118.000,10,INTC,S,3/29/2019,53.8001 ,40,2152.004,0.040,2151.964,34.004,1.605%,1,G,13
16,MU,B,3/28/2019,(39.3100),60,-2358.600,4,MU,S,3/29/2019,41.0301 ,60,2461.806,0.050,2461.756,103.206,4.376%,1,G,13
20,NFLX,B,3/28/2019,(354.8200),5,-1774.100,14,NFLX,S,3/29/2019,355.9000 ,5,1779.500,0.040,1779.460,5.400,0.304%,1,G,13
14,T,B,3/28/2019,(30.9700),70,-2167.900,2,T,S,3/29/2019,30.9900 ,70,2169.300,0.040,2169.260,1.400,0.065%,1,G,13
24,AMZN,B,3/29/2019,"(1,781.1200)",1,-1781.120,24,AMZN,S,4/1/2019,"1,802.6200 ",1,1802.620,0.040,1802.580,21.500,1.207%,3,G,14
18,BAC,B,3/29/2019,(27.5099),100,-2750.990,4,BAC,S,4/1/2019,28.2350 ,100,2823.500,0.050,2823.450,72.510,2.636%,3,G,14
28,GE,B,3/29/2019,(9.9700),120,-1196.400,8,GE,S,4/1/2019,10.1201 ,120,1214.412,0.030,1214.382,18.012,1.506%,3,G,14
54,IRM,B,3/29/2019,(35.4300),50,-1771.500,26,IRM,S,4/1/2019,35.3200 ,50,1766.000,0.040,1765.960,-5.500,-0.310%,3,L,14
26,NFLX,B,3/29/2019,(355.2399),10,-3552.399,10,NFLX,S,4/1/2019,361.0001 ,10,3610.001,0.060,3609.941,57.602,1.621%,3,G,14
12,T,B,3/29/2019,(31.0900),60,-1865.400,6,T,S,4/1/2019,31.7301 ,60,1903.806,0.040,1903.766,38.406,2.059%,3,G,14
52,TMUS,B,3/29/2019,(69.0899),40,-2763.596,16,TMUS,S,4/1/2019,69.7503 ,40,2790.012,0.050,2789.962,26.416,0.956%,3,G,14
16,VZ,B,3/29/2019,(58.9000),40,-2356.000,48,VZ,S,3/29/2019,58.9500 ,40,2358.000,0.050,2357.950,2.000,0.085%,0,G,13
28,ETSY,B,4/1/2019,(67.2408),30,-2017.224,18,ETSY,S,4/2/2019,68.5000 ,30,2055.000,0.040,2054.960,37.776,1.873%,1,G,14
30,O,B,4/1/2019,(72.3500),30,-2170.500,24,O,S,4/2/2019,71.9501 ,30,2158.503,0.040,2158.463,-11.997,-0.553%,1,L,14
50,SBUX,B,4/1/2019,(73.8499),30,-2215.497,20,SBUX,S,4/2/2019,73.9087 ,30,2217.261,0.040,2217.221,1.764,0.080%,1,G,14
2,ABT,B,4/2/2019,(79.7000),30,-2391.000,22,ABT,S,4/2/2019,79.5700 ,30,2387.100,0.050,2387.050,-3.900,-0.163%,0,L,14
144,ABT,B,4/2/2019,(79.5400),30,-2386.200,18,ABT,S,4/3/2019,79.6100 ,30,2388.300,0.050,2388.250,2.100,0.088%,1,G,14
118,BAC,B,4/2/2019,(28.6900),62,-1778.780,8,BAC,S,4/3/2019,28.9000 ,62,1791.800,0.040,1791.760,13.020,0.732%,1,G,14
118,BAC,B,4/2/2019,(28.6900),20,-573.800,10,BAC,S,4/3/2019,28.9000 ,20,578.000,0.020,577.980,4.200,0.732%,1,G,14
118,BAC,B,4/2/2019,(28.6900),8,-229.520,12,BAC,S,4/3/2019,28.9000 ,8,231.200,0.020,231.180,1.680,0.732%,1,G,14
104,IRM,B,4/2/2019,(35.5298),60,-2131.788,94,IRM,S,4/3/2019,35.7800 ,60,2146.800,0.040,2146.760,15.012,0.704%,1,G,14
56,KO,B,4/2/2019,(46.7200),50,-2336.000,4,KO,S,4/3/2019,46.3500 ,50,2317.500,0.050,2317.450,-18.500,-0.792%,1,L,14
112,NFLX,B,4/2/2019,(364.9200),10,-3649.200,146,NFLX,S,4/2/2019,367.2200 ,10,3672.200,0.060,3672.140,23.000,0.630%,0,G,14
70,NKE,B,4/2/2019,(84.7998),30,-2543.994,80,NKE,S,4/2/2019,84.5900 ,30,2537.700,0.050,2537.650,-6.294,-0.247%,0,L,14
108,NKE,B,4/2/2019,(84.2999),5,-421.500,122,NKE,S,4/2/2019,84.3200 ,5,421.600,0.010,421.590,0.101,0.024%,0,G,14
110,NKE,B,4/2/2019,(84.3000),25,-2107.500,122,NKE,S,4/2/2019,84.3200 ,25,2108.000,0.040,2107.960,0.500,0.024%,0,G,14
124,NKE,B,4/2/2019,(84.2899),30,-2528.697,22,NKE,S,4/3/2019,84.3200 ,30,2529.600,0.050,2529.550,0.903,0.036%,1,G,14
116,O,B,4/2/2019,(72.0197),30,-2160.591,120,O,S,4/2/2019,72.0400 ,30,2161.200,0.040,2161.160,0.609,0.028%,0,G,14
106,PEGI,B,4/2/2019,(21.8999),100,-2189.990,142,PEGI,S,4/2/2019,22.1309 ,100,2213.090,0.040,2213.050,23.100,1.055%,0,G,14
8,PG,B,4/2/2019,(103.8000),2,-207.600,26,PG,S,4/2/2019,103.5301 ,2,207.060,0.010,207.050,-0.540,-0.260%,0,L,14
10,PG,B,4/2/2019,(103.8000),6,-622.800,26,PG,S,4/2/2019,103.5301 ,6,621.181,0.010,621.171,-1.619,-0.260%,0,L,14
12,PG,B,4/2/2019,(103.8000),12,-1245.600,26,PG,S,4/2/2019,103.5301 ,12,1242.361,0.020,1242.341,-3.239,-0.260%,0,L,14
66,PG,B,4/2/2019,(103.3500),20,-2067.000,92,PG,S,4/3/2019,103.6500 ,20,2073.000,0.040,2072.960,6.000,0.290%,1,G,14
98,SYMC,B,4/2/2019,(23.0898),100,-2308.980,70,SYMC,S,4/3/2019,23.4001 ,100,2340.010,0.050,2339.960,31.030,1.344%,1,G,14
114,T,B,4/2/2019,(31.7150),70,-2220.050,148,T,S,4/2/2019,31.6000 ,70,2212.000,0.040,2211.960,-8.050,-0.363%,0,L,14
72,TCEHY,B,4/2/2019,(46.9800),60,-2818.800,78,TCEHY,S,4/2/2019,46.9000 ,60,2814.000,0.050,2813.950,-4.800,-0.170%,0,L,14
50,TVIX,B,4/2/2019,(25.5370),100,-2553.700,60,TVIX,S,4/2/2019,25.3003 ,100,2530.030,0.040,2529.990,-23.670,-0.927%,0,L,14
54,TVIX,B,4/2/2019,(25.5370),100,-2553.700,60,TVIX,S,4/2/2019,25.3003 ,100,2530.030,0.050,2529.980,-23.670,-0.927%,0,L,14
76,TVIX,B,4/2/2019,(25.4000),200,-5080.000,102,TVIX,S,4/2/2019,25.6601 ,200,5132.020,0.090,5131.930,52.020,1.024%,0,G,14
6,UVXY,B,4/2/2019,(37.9877),60,-2279.262,16,UVXY,S,4/2/2019,38.2000 ,60,2292.000,0.040,2291.960,12.738,0.559%,0,G,14
30,VIXY,B,4/2/2019,(23.6783),50,-1183.915,64,VIXY,S,4/2/2019,23.5223 ,50,1176.115,0.030,1176.085,-7.800,-0.659%,0,L,14
68,VZ,B,4/2/2019,(58.6180),50,-2930.900,16,VZ,S,4/3/2019,58.6500 ,50,2932.500,0.050,2932.450,1.600,0.055%,1,G,14
48,BAC,B,4/3/2019,(28.8999),100,-2889.990,56,BAC,S,4/3/2019,28.9200 ,100,2892.000,0.050,2891.950,2.010,0.070%,0,G,14
26,KO,B,4/3/2019,(46.3599),50,-2317.995,54,KO,S,4/3/2019,46.3800 ,50,2319.000,0.050,2318.950,1.005,0.043%,0,G,14
96,KO,B,4/3/2019,(46.2099),50,-2310.495,32,KO,S,4/4/2019,46.2500 ,50,2312.500,0.050,2312.450,2.005,0.087%,1,G,14
24,NKE,B,4/3/2019,(84.4100),30,-2532.300,74,NKE,S,4/3/2019,84.6800 ,30,2540.400,0.050,2540.350,8.100,0.320%,0,G,14
106,NKE,B,4/3/2019,(84.4199),30,-2532.597,16,NKE,S,4/5/2019,85.5201 ,30,2565.603,0.050,2565.553,33.006,1.303%,2,G,14
6,O,B,4/3/2019,(72.1000),30,-2163.000,14,O,S,4/3/2019,72.1200 ,30,2163.600,0.040,2163.560,0.600,0.028%,0,G,14
46,O,B,4/3/2019,(71.9400),30,-2158.200,50,O,S,4/3/2019,71.9800 ,30,2159.400,0.040,2159.360,1.200,0.056%,0,G,14
104,O,B,4/3/2019,(72.0400),30,-2161.200,60,O,S,4/4/2019,71.5000 ,30,2145.000,0.040,2144.960,-16.200,-0.750%,1,L,14
98,PG,B,4/3/2019,(103.5200),20,-2070.400,26,PG,S,4/5/2019,103.2600 ,20,2065.200,0.040,2065.160,-5.200,-0.251%,2,L,14
102,SBUX,B,4/3/2019,(74.2400),30,-2227.200,54,SBUX,S,4/4/2019,74.2600 ,30,2227.800,0.040,2227.760,0.600,0.027%,1,G,14
52,T,B,4/3/2019,(31.6790),90,-2851.110,66,T,S,4/3/2019,31.8501 ,90,2866.509,0.050,2866.459,15.399,0.540%,0,G,14
60,TMUS,B,4/3/2019,(69.5396),30,-2086.188,64,TMUS,S,4/3/2019,69.5800 ,30,2087.400,0.040,2087.360,1.212,0.058%,0,G,14
110,TMUS,B,4/3/2019,(69.1000),30,-2073.000,20,TMUS,S,4/4/2019,69.1200 ,30,2073.600,0.040,2073.560,0.600,0.029%,1,G,14
2,VFC,B,4/3/2019,(86.8000),30,-2604.000,20,VFC,S,4/3/2019,86.9000 ,30,2607.000,0.050,2606.950,3.000,0.115%,0,G,14
44,VZ,B,4/3/2019,(58.7400),40,-2349.600,72,VZ,S,4/3/2019,58.8701 ,40,2354.804,0.050,2354.754,5.204,0.221%,0,G,14
14,ABT,B,4/4/2019,(79.5100),12,-954.120,50,ABT,S,4/4/2019,78.7000 ,12,944.400,0.020,944.380,-9.720,-1.019%,0,L,14
16,ABT,B,4/4/2019,(79.5100),18,-1431.180,50,ABT,S,4/4/2019,78.7000 ,18,1416.600,0.030,1416.570,-14.580,-1.019%,0,L,14
64,ADBE,B,4/4/2019,(264.4791),10,-2644.791,30,ADBE,S,4/5/2019,267.6000 ,10,2676.000,0.050,2675.950,31.209,1.180%,1,G,14
30,GE,B,4/4/2019,(10.0693),200,-2013.860,66,GE,S,4/4/2019,9.9800 ,200,1996.000,0.050,1995.950,-17.860,-0.887%,0,L,14
8,JNJ,B,4/4/2019,(137.6500),20,-2753.000,56,JNJ,S,4/4/2019,135.9000 ,20,2718.000,0.050,2717.950,-35.000,-1.271%,0,L,14
12,MAT,B,4/4/2019,(13.1800),100,-1318.000,26,MAT,S,4/4/2019,13.2000 ,100,1320.000,0.030,1319.970,2.000,0.152%,0,G,14
12,MAT,B,4/4/2019,(13.1800),50,-659.000,28,MAT,S,4/4/2019,13.2000 ,50,660.000,0.020,659.980,1.000,0.152%,0,G,14
2,MU,B,4/4/2019,(42.3700),50,-2118.500,58,MU,S,4/4/2019,42.3900 ,50,2119.500,0.040,2119.460,1.000,0.047%,0,G,14
100,MU,B,4/4/2019,(42.7099),60,-2562.594,24,MU,S,4/5/2019,43.2400 ,60,2594.400,0.050,2594.350,31.806,1.241%,1,G,14
102,NFLX,B,4/4/2019,(367.9493),10,-3679.493,52,NFLX,S,4/5/2019,365.5700 ,10,3655.700,0.060,3655.640,-23.793,-0.647%,1,L,14
80,PFE,B,4/4/2019,(42.5950),50,-2129.750,10,PFE,S,4/5/2019,43.2450 ,50,2162.250,0.040,2162.210,32.500,1.526%,1,G,14
6,REGN,B,4/4/2019,(407.0100),5,-2035.050,70,REGN,S,4/4/2019,402.5000 ,5,2012.500,0.040,2012.460,-22.550,-1.108%,0,L,14
74,SBUX,B,4/4/2019,(74.2500),30,-2227.500,106,SBUX,S,4/4/2019,74.2710 ,30,2228.130,0.040,2228.090,0.630,0.028%,0,G,14
98,T,B,4/4/2019,(31.9850),70,-2238.950,22,T,S,4/5/2019,32.0430 ,70,2243.010,0.040,2242.970,4.060,0.181%,1,G,14
10,TGT,B,4/4/2019,(79.6500),30,-2389.500,78,TGT,S,4/4/2019,80.6957 ,30,2420.871,0.050,2420.821,31.371,1.313%,0,G,14
24,TMUS,B,4/4/2019,(69.1492),30,-2074.476,4,TMUS,S,4/5/2019,70.4404 ,30,2113.212,0.040,2113.172,38.736,1.867%,1,G,14
76,YUM,B,4/4/2019,(100.1990),20,-2003.980,48,YUM,S,4/5/2019,99.9100 ,20,1998.200,0.040,1998.160,-5.780,-0.288%,1,L,14
68,ABT,B,4/5/2019,(78.9178),30,-2367.534,54,ABT,S,4/10/2019,78.9501 ,30,2368.503,0.050,2368.453,0.969,0.041%,5,G,15
72,ADBE,B,4/5/2019,(267.1793),10,-2671.793,110,ADBE,S,4/5/2019,267.2000 ,10,2672.000,0.050,2671.950,0.207,0.008%,0,G,14
8,ETSY,B,4/5/2019,(67.9601),40,-2718.404,12,ETSY,S,4/5/2019,68.8701 ,40,2754.804,0.050,2754.754,36.400,1.339%,0,G,14
100,ETSY,B,4/5/2019,(68.2453),40,-2729.812,8,ETSY,S,4/10/2019,68.6741 ,40,2746.964,0.050,2746.914,17.152,0.628%,5,G,15
50,FSLR,B,4/5/2019,(55.7000),50,-2785.000,58,FSLR,S,4/5/2019,56.0501 ,50,2802.505,0.050,2802.455,17.505,0.629%,0,G,14
102,GE,B,4/5/2019,(9.9989),200,-1999.780,22,GE,S,4/8/2019,9.3000 ,200,1860.000,0.050,1859.950,-139.780,-6.990%,3,L,15
6,INTC,B,4/5/2019,(55.0300),50,-2751.500,18,INTC,S,4/5/2019,55.3000 ,50,2765.000,0.050,2764.950,13.500,0.491%,0,G,14
14,KO,B,4/5/2019,(46.5050),50,-2325.250,20,KO,S,4/5/2019,46.4400 ,50,2322.000,0.050,2321.950,-3.250,-0.140%,0,L,14
54,KO,B,4/5/2019,(46.4000),50,-2320.000,62,KO,S,4/5/2019,46.3601 ,50,2318.005,0.050,2317.955,-1.995,-0.086%,0,L,14
98,KO,B,4/5/2019,(46.3400),50,-2317.000,112,KO,S,4/5/2019,46.3600 ,50,2318.000,0.050,2317.950,1.000,0.043%,0,G,14
106,NKE,B,4/5/2019,(85.3090),30,-2559.270,28,NKE,S,4/11/2019,84.3305 ,30,2529.915,0.050,2529.865,-29.355,-1.147%,6,L,15
76,O,B,4/5/2019,(72.0200),35,-2520.700,104,O,S,4/5/2019,72.0400 ,35,2521.400,0.050,2521.350,0.700,0.028%,0,G,14
56,PG,B,4/5/2019,(103.2900),25,-2582.250,60,PG,S,4/5/2019,103.4100 ,25,2585.250,0.050,2585.200,3.000,0.116%,0,G,14
96,REGN,B,4/5/2019,(408.1194),5,-2040.597,24,REGN,S,4/10/2019,407.7845 ,5,2038.923,0.040,2038.883,-1.675,-0.082%,5,L,15
66,SYMC,B,4/5/2019,(23.1000),100,-2310.000,16,SYMC,S,4/8/2019,24.2500 ,100,2425.000,0.050,2424.950,115.000,4.978%,3,G,15
74,VZ,B,4/5/2019,(58.9100),45,-2650.950,12,VZ,S,4/8/2019,58.9510 ,45,2652.795,0.050,2652.745,1.845,0.070%,3,G,15
18,BAC,B,4/8/2019,(29.0499),100,-2904.990,20,BAC,S,4/10/2019,29.0500 ,100,2905.000,0.050,2904.950,0.010,0.000%,2,G,15
20,INTC,B,4/8/2019,(55.3800),1,-55.380,2,INTC,S,4/10/2019,55.4050 ,1,55.405,0.020,55.385,0.025,0.045%,2,G,15
20,INTC,B,4/8/2019,(55.3800),49,-2713.620,4,INTC,S,4/10/2019,55.4001 ,49,2714.605,0.050,2714.555,0.985,0.036%,2,G,15
30,KO,B,4/8/2019,(46.3600),30,-1390.800,4,KO,S,4/9/2019,46.6101 ,30,1398.303,0.030,1398.273,7.503,0.539%,1,G,15
