buy #,Symbol,b/s,buy date,purchase price,purchase qty,COGS,sell #,Symbol,b/s,sell date,sell price,sell qty,Revenue,fee,net sale,gain/loss $,gain/loss %,days held,G/L,Week
844,SBUX,B,1/11/2019,(62.5199),15,-937.799,876,SBUX,S,1/11/2019,62.8400 ,15,942.600,0.030,942.570,4.802,0.512%,0,G,2
864,SDS,B,1/11/2019,(40.0299),100,-4002.990,893,SDS,S,1/11/2019,39.9000 ,100,3990.000,0.070,3989.930,-12.990,-0.325%,0,L,2
861,SLV,B,1/11/2019,(14.6600),100,-1466.000,970,SLV,S,1/14/2019,14.6701 ,100,1467.010,0.030,1466.980,1.010,0.069%,3,G,3
848,TCEHY,B,1/11/2019,(42.0100),24,-1008.240,879,TCEHY,S,1/11/2019,41.9700 ,24,1007.280,0.020,1007.260,-0.960,-0.095%,0,L,2
849,TCEHY,B,1/11/2019,(42.0100),46,-1932.460,879,TCEHY,S,1/11/2019,41.9700 ,46,1930.620,0.020,1930.600,-1.840,-0.095%,0,L,2
850,TCEHY,B,1/11/2019,(42.0400),20,-840.800,879,TCEHY,S,1/11/2019,41.9700 ,20,839.400,0.020,839.380,-1.400,-0.167%,0,L,2
857,TCEHY,B,1/11/2019,(42.0400),3,-126.120,885,TCEHY,S,1/11/2019,42.0600 ,3,126.180,0.020,126.160,0.060,0.048%,0,G,2
857,TCEHY,B,1/11/2019,(42.0400),50,-2102.000,886,TCEHY,S,1/11/2019,42.0600 ,50,2103.000,0.040,2102.960,1.000,0.048%,0,G,2
857,TCEHY,B,1/11/2019,(42.0400),2,-84.080,887,TCEHY,S,1/11/2019,42.0650 ,2,84.130,0.020,84.110,0.050,0.059%,0,G,2
857,TCEHY,B,1/11/2019,(42.0400),45,-1891.800,888,TCEHY,S,1/11/2019,42.0600 ,45,1892.700,0.040,1892.660,0.900,0.048%,0,G,2
846,TMUS,B,1/11/2019,(68.0299),15,-1020.449,878,TMUS,S,1/11/2019,68.8601 ,15,1032.902,0.030,1032.872,12.453,1.220%,0,G,2
840,VXX,B,1/11/2019,(41.2100),100,-4121.000,869,VXX,S,1/11/2019,40.4501 ,100,4045.010,0.070,4044.940,-75.990,-1.844%,0,L,2
854,VXX,B,1/11/2019,(39.5970),100,-3959.700,881,VXX,S,1/11/2019,39.7500 ,100,3975.000,0.070,3974.930,15.300,0.386%,0,G,2
855,VXX,B,1/11/2019,(39.6000),100,-3960.000,882,VXX,S,1/11/2019,39.7500 ,100,3975.000,0.070,3974.930,15.000,0.379%,0,G,2
859,VXX,B,1/11/2019,(39.8898),100,-3988.980,884,VXX,S,1/11/2019,39.7000 ,100,3970.000,0.070,3969.930,-18.980,-0.476%,0,L,2
841,YUM,B,1/11/2019,(89.0200),2,-178.040,870,YUM,S,1/11/2019,90.2000 ,2,180.400,0.020,180.380,2.360,1.326%,0,G,2
841,YUM,B,1/11/2019,(89.0200),18,-1602.360,871,YUM,S,1/11/2019,90.2000 ,18,1623.600,0.040,1623.560,21.240,1.326%,0,G,2
950,ABT,B,1/14/2019,(68.6800),20,-1373.600,968,ABT,S,1/14/2019,68.3050 ,20,1366.100,0.030,1366.070,-7.500,-0.546%,0,L,3
899,ATVI,B,1/14/2019,(46.7600),30,-1402.800,983,ATVI,S,1/14/2019,47.2500 ,30,1417.500,0.030,1417.470,14.700,1.048%,0,G,3
948,AVGO,B,1/14/2019,(250.9599),5,-1254.800,978,AVGO,S,1/14/2019,251.1000 ,5,1255.500,0.030,1255.470,0.700,0.056%,0,G,3
923,BAC,B,1/14/2019,(26.2300),30,-786.900,937,BAC,S,1/14/2019,26.2600 ,30,787.800,0.030,787.770,0.900,0.114%,0,G,3
956,CGC,B,1/14/2019,(39.0849),80,-3126.792,957,CGC,S,1/14/2019,39.1500 ,80,3132.000,0.060,3131.940,5.208,0.167%,0,G,3
974,CME,B,1/14/2019,(178.4000),10,-1784.000,980,CME,S,1/14/2019,178.5510 ,10,1785.510,0.040,1785.470,1.510,0.085%,0,G,3
989,CRON,B,1/14/2019,(13.7583),1,-13.758,992,CRON,S,1/15/2019,13.8900 ,1,13.890,0.020,13.870,0.132,0.957%,1,G,3
989,CRON,B,1/14/2019,(13.7583),299,-4113.732,993,CRON,S,1/15/2019,13.8900 ,299,4153.110,0.100,4153.010,39.378,0.957%,1,G,3
959,ETSY,B,1/14/2019,(52.3038),20,-1046.076,1003,ETSY,S,1/15/2019,53.3000 ,20,1066.000,0.030,1065.970,19.924,1.905%,1,G,3
955,FSLR,B,1/14/2019,(47.1193),50,-2355.965,963,FSLR,S,1/14/2019,47.0000 ,50,2350.000,0.050,2349.950,-5.965,-0.253%,0,L,3
952,GE,B,1/14/2019,(8.9298),200,-1785.960,987,GE,S,1/14/2019,8.8600 ,200,1772.000,0.050,1771.950,-13.960,-0.782%,0,L,3
966,GLD,B,1/14/2019,(122.1190),10,-1221.190,997,GLD,S,1/15/2019,122.2000 ,10,1222.000,0.030,1221.970,0.810,0.066%,1,G,3
953,INTC,B,1/14/2019,(48.6499),20,-972.998,969,INTC,S,1/14/2019,48.4204 ,20,968.408,0.030,968.378,-4.590,-0.472%,0,L,3
925,IRM,B,1/14/2019,(34.8500),40,-1394.000,933,IRM,S,1/14/2019,34.6404 ,40,1385.616,0.030,1385.586,-8.384,-0.601%,0,L,3
902,KO,B,1/14/2019,(47.2900),10,-472.900,929,KO,S,1/14/2019,47.2401 ,10,472.401,0.020,472.381,-0.499,-0.106%,0,L,3
918,KR,B,1/14/2019,(28.5299),100,-2852.990,951,KR,S,1/14/2019,28.3201 ,100,2832.010,0.050,2831.960,-20.980,-0.735%,0,L,3
895,MSFT,B,1/14/2019,(102.0099),10,-1020.099,926,MSFT,S,1/14/2019,102.0500 ,10,1020.500,0.030,1020.470,0.401,0.039%,0,G,3
931,MSFT,B,1/14/2019,(102.0164),25,-2550.410,935,MSFT,S,1/14/2019,102.0610 ,25,2551.525,0.050,2551.475,1.115,0.044%,0,G,3
945,MU,B,1/14/2019,(34.6299),15,-519.449,947,MU,S,1/14/2019,34.6700 ,15,520.050,0.020,520.030,0.602,0.116%,0,G,3
962,NBEV,B,1/14/2019,(7.0186),50,-350.930,973,NBEV,S,1/14/2019,7.2615 ,50,363.075,0.020,363.055,12.145,3.461%,0,G,3
901,NFLX,B,1/14/2019,(332.8400),15,-4992.600,914,NFLX,S,1/14/2019,332.9800 ,15,4994.700,0.080,4994.620,2.100,0.042%,0,G,3
920,NFLX,B,1/14/2019,(334.4800),20,-6689.600,960,NFLX,S,1/14/2019,334.9500 ,20,6699.000,0.100,6698.900,9.400,0.141%,0,G,3
982,NFLX,B,1/14/2019,(333.9300),10,-3339.300,988,NFLX,S,1/14/2019,332.9400 ,10,3329.400,0.060,3329.340,-9.900,-0.296%,0,L,3
917,NKE,B,1/14/2019,(76.5450),30,-2296.350,940,NKE,S,1/14/2019,76.5700 ,30,2297.100,0.040,2297.060,0.750,0.033%,0,G,3
932,PFE,B,1/14/2019,(42.3000),30,-1269.000,949,PFE,S,1/14/2019,42.3310 ,30,1269.930,0.030,1269.900,0.930,0.073%,0,G,3
964,PFE,B,1/14/2019,(42.3550),50,-2117.750,979,PFE,S,1/14/2019,42.3800 ,50,2119.000,0.040,2118.960,1.250,0.059%,0,G,3
906,PG,B,1/14/2019,(91.7198),20,-1834.396,927,PG,S,1/14/2019,91.5301 ,20,1830.602,0.040,1830.562,-3.794,-0.207%,0,L,3
976,PG,B,1/14/2019,(91.2599),15,-1368.899,977,PG,S,1/14/2019,91.2800 ,15,1369.200,0.030,1369.170,0.302,0.022%,0,G,3
913,SBUX,B,1/14/2019,(63.6700),50,-3183.500,938,SBUX,S,1/14/2019,63.7000 ,50,3185.000,0.060,3184.940,1.500,0.047%,0,G,3
943,SBUX,B,1/14/2019,(63.8000),100,-6380.000,985,SBUX,S,1/14/2019,63.4100 ,100,6341.000,0.100,6340.900,-39.000,-0.611%,0,L,3
897,SH,B,1/14/2019,(30.5499),150,-4582.485,907,SH,S,1/14/2019,30.4203 ,150,4563.045,0.080,4562.965,-19.440,-0.424%,0,L,3
972,SH,B,1/14/2019,(30.3400),100,-3034.000,994,SH,S,1/15/2019,30.3600 ,100,3036.000,0.050,3035.950,2.000,0.066%,1,G,3
921,T,B,1/14/2019,(30.6399),90,-2757.591,936,T,S,1/14/2019,30.4300 ,90,2738.700,0.050,2738.650,-18.891,-0.685%,0,L,3
919,TCEHY,B,1/14/2019,(41.6200),20,-832.400,922,TCEHY,S,1/14/2019,41.6500 ,20,833.000,0.030,832.970,0.600,0.072%,0,G,3
894,TVIX,B,1/14/2019,(51.7755),100,-5177.550,900,TVIX,S,1/14/2019,51.3100 ,100,5131.000,0.080,5130.920,-46.550,-0.899%,0,L,3
903,TVIX,B,1/14/2019,(51.3999),3,-154.200,909,TVIX,S,1/14/2019,50.8201 ,3,152.460,0.020,152.440,-1.739,-1.128%,0,L,3
910,TVIX,B,1/14/2019,(51.1700),100,-5117.000,916,TVIX,S,1/14/2019,50.9800 ,100,5098.000,0.080,5097.920,-19.000,-0.371%,0,L,3
990,TVIX,B,1/14/2019,(49.5500),100,-4955.000,1026,TVIX,S,1/15/2019,45.8606 ,100,4586.060,0.070,4585.990,-368.940,-7.446%,1,L,3
975,TZA,B,1/14/2019,(12.3550),200,-2471.000,981,TZA,S,1/14/2019,12.3800 ,200,2476.000,0.060,2475.940,5.000,0.202%,0,G,3
896,VXX,B,1/14/2019,(40.3400),120,-4840.800,905,VXX,S,1/14/2019,39.9500 ,120,4794.000,0.080,4793.920,-46.800,-0.967%,0,L,3
911,VXX,B,1/14/2019,(39.9799),40,-1599.196,915,VXX,S,1/14/2019,39.9900 ,40,1599.600,0.040,1599.560,0.404,0.025%,0,G,3
928,VXX,B,1/14/2019,(40.0000),50,-2000.000,930,VXX,S,1/14/2019,39.9302 ,50,1996.510,0.040,1996.470,-3.490,-0.175%,0,L,3
934,VXX,B,1/14/2019,(39.5800),10,-395.800,942,VXX,S,1/14/2019,39.5600 ,10,395.600,0.020,395.580,-0.200,-0.051%,0,L,3
939,VXX,B,1/14/2019,(39.5198),200,-7903.960,942,VXX,S,1/14/2019,39.5600 ,200,7912.000,0.110,7911.890,8.040,0.102%,0,G,3
944,VXX,B,1/14/2019,(39.6700),130,-5157.100,954,VXX,S,1/14/2019,39.1801 ,130,5093.413,0.090,5093.323,-63.687,-1.235%,0,L,3
961,VXX,B,1/14/2019,(39.1300),150,-5869.500,965,VXX,S,1/14/2019,39.0401 ,150,5856.015,0.100,5855.915,-13.485,-0.230%,0,L,3
967,VXX,B,1/14/2019,(39.2898),120,-4714.776,971,VXX,S,1/14/2019,38.9610 ,120,4675.320,0.080,4675.240,-39.456,-0.837%,0,L,3
984,VXX,B,1/14/2019,(39.3300),150,-5899.500,1012,VXX,S,1/15/2019,38.0900 ,150,5713.500,0.100,5713.400,-186.000,-3.153%,1,L,3
941,VZ,B,1/14/2019,(57.9100),20,-1158.200,946,VZ,S,1/14/2019,57.9500 ,20,1159.000,0.030,1158.970,0.800,0.069%,0,G,3
958,VZ,B,1/14/2019,(58.0800),30,-1742.400,986,VZ,S,1/14/2019,57.8801 ,30,1736.403,0.040,1736.363,-5.997,-0.344%,0,L,3
898,YUM,B,1/14/2019,(90.1300),15,-1351.950,904,YUM,S,1/14/2019,90.2500 ,15,1353.750,0.030,1353.720,1.800,0.133%,0,G,3
908,YUM,B,1/14/2019,(90.1499),20,-1802.998,924,YUM,S,1/14/2019,90.2000 ,20,1804.000,0.040,1803.960,1.002,0.056%,0,G,3
1032,ABT,B,1/15/2019,(69.7060),15,-1045.590,1061,ABT,S,1/15/2019,69.7300 ,15,1045.950,0.030,1045.920,0.360,0.034%,0,G,3
1002,AMAT,B,1/15/2019,(34.0599),50,-1702.995,1020,AMAT,S,1/15/2019,33.7500 ,50,1687.500,0.040,1687.460,-15.495,-0.910%,0,L,3
1063,AMAT,B,1/15/2019,(33.7098),40,-1348.392,1095,AMAT,S,1/16/2019,33.9510 ,40,1358.040,0.030,1358.010,9.648,0.716%,1,G,3
1015,ATVI,B,1/15/2019,(47.5800),50,-2379.000,1034,ATVI,S,1/15/2019,47.1500 ,50,2357.500,0.050,2357.450,-21.500,-0.904%,0,L,3
1057,ATVI,B,1/15/2019,(47.1999),20,-943.998,1066,ATVI,S,1/15/2019,46.9750 ,20,939.500,0.030,939.470,-4.498,-0.476%,0,L,3
1035,BAC,B,1/15/2019,(26.2800),40,-1051.200,1046,BAC,S,1/15/2019,26.7010 ,40,1068.040,0.030,1068.010,16.840,1.602%,0,G,3
1005,CGC,B,1/15/2019,(41.7652),20,-835.304,1009,CGC,S,1/15/2019,41.7800 ,20,835.600,0.030,835.570,0.296,0.035%,0,G,3
1011,CGC,B,1/15/2019,(42.2816),20,-845.632,1013,CGC,S,1/15/2019,43.2900 ,20,865.800,0.030,865.770,20.168,2.385%,0,G,3
1051,CGC,B,1/15/2019,(43.9229),3,-131.769,1055,CGC,S,1/15/2019,43.9635 ,3,131.890,0.020,131.870,0.121,0.092%,0,G,3
1051,CGC,B,1/15/2019,(43.9229),27,-1185.918,1056,CGC,S,1/15/2019,43.9400 ,27,1186.380,0.030,1186.350,0.462,0.039%,0,G,3
995,CRON,B,1/15/2019,(13.8765),5,-69.383,1037,CRON,S,1/15/2019,13.4000 ,5,67.000,0.020,66.980,-2.382,-3.434%,0,L,3
995,CRON,B,1/15/2019,(13.8765),5,-69.383,1038,CRON,S,1/15/2019,13.4000 ,5,67.000,0.020,66.980,-2.382,-3.434%,0,L,3
995,CRON,B,1/15/2019,(13.8765),90,-1248.885,1039,CRON,S,1/15/2019,13.4000 ,90,1206.000,0.030,1205.970,-42.885,-3.434%,0,L,3
1083,CRON,B,1/15/2019,(13.5583),100,-1355.830,1110,CRON,S,1/16/2019,13.3717 ,100,1337.170,0.030,1337.140,-18.660,-1.376%,1,L,3
1052,FSLR,B,1/15/2019,(46.8399),20,-936.798,1078,FSLR,S,1/15/2019,46.8600 ,20,937.200,0.030,937.170,0.402,0.043%,0,G,3
1058,GE,B,1/15/2019,(8.8300),50,-441.500,1094,GE,S,1/16/2019,8.8500 ,50,442.500,0.020,442.480,1.000,0.227%,1,G,3
1067,GME,B,1/15/2019,(15.4499),80,-1235.992,1070,GME,S,1/15/2019,15.4700 ,80,1237.600,0.030,1237.570,1.608,0.130%,0,G,3
1072,INTC,B,1/15/2019,(48.7700),20,-975.400,1093,INTC,S,1/16/2019,48.7900 ,20,975.800,0.030,975.770,0.400,0.041%,1,G,3
1045,IRM,B,1/15/2019,(35.0296),40,-1401.184,1114,IRM,S,1/17/2019,34.9500 ,40,1398.000,0.030,1397.970,-3.184,-0.227%,2,L,3
991,KO,B,1/15/2019,(46.9500),100,-4695.000,1047,KO,S,1/15/2019,47.5300 ,100,4753.000,0.080,4752.920,58.000,1.235%,0,G,3
1054,KO,B,1/15/2019,(47.4700),20,-949.400,1104,KO,S,1/16/2019,46.9800 ,20,939.600,0.030,939.570,-9.800,-1.032%,1,L,3
1006,KR,B,1/15/2019,(28.2999),20,-565.998,1092,KR,S,1/16/2019,28.3200 ,20,566.400,0.020,566.380,0.402,0.071%,1,G,3
1024,NBEV,B,1/15/2019,(7.2100),100,-721.000,1031,NBEV,S,1/15/2019,7.4900 ,100,749.000,0.020,748.980,28.000,3.883%,0,G,3
1019,O,B,1/15/2019,(64.3200),10,-643.200,1023,O,S,1/15/2019,64.3200 ,10,643.200,0.020,643.180,0.000,0.000%,0,L,3
1053,PEGI,B,1/15/2019,(19.6099),40,-784.396,1064,PEGI,S,1/15/2019,19.6300 ,40,785.200,0.030,785.170,0.804,0.102%,0,G,3
1029,PFE,B,1/15/2019,(43.0100),20,-860.200,1065,PFE,S,1/15/2019,42.6200 ,20,852.400,0.030,852.370,-7.800,-0.907%,0,L,3
1082,PFE,B,1/15/2019,(42.6650),40,-1706.600,1088,PFE,S,1/15/2019,42.6810 ,40,1707.240,0.040,1707.200,0.640,0.038%,0,G,3
996,PG,B,1/15/2019,(91.3200),20,-1826.400,1048,PG,S,1/15/2019,92.2901 ,20,1845.800,0.040,1845.760,19.400,1.062%,0,G,3
998,SBUX,B,1/15/2019,(64.0799),50,-3203.995,1010,SBUX,S,1/15/2019,64.1000 ,50,3205.000,0.060,3204.940,1.005,0.031%,0,G,3
1025,SBUX,B,1/15/2019,(64.1299),30,-1923.897,1077,SBUX,S,1/15/2019,64.1500 ,30,1924.500,0.040,1924.460,0.603,0.031%,0,G,3
1004,SDS,B,1/15/2019,(39.8399),20,-796.798,1007,SDS,S,1/15/2019,39.8600 ,20,797.200,0.030,797.170,0.402,0.050%,0,G,3
1036,SDS,B,1/15/2019,(39.7590),30,-1192.770,1041,SDS,S,1/15/2019,39.3902 ,30,1181.710,0.030,1181.680,-11.060,-0.927%,0,L,3
1049,SDS,B,1/15/2019,(39.5099),29,-1145.787,1059,SDS,S,1/15/2019,39.5300 ,29,1146.370,0.030,1146.340,0.583,0.051%,0,G,3
1049,SDS,B,1/15/2019,(39.5099),1,-39.510,1060,SDS,S,1/15/2019,39.5300 ,1,39.530,0.020,39.510,0.020,0.051%,0,G,3
1076,SDS,B,1/15/2019,(39.6290),50,-1981.450,1080,SDS,S,1/15/2019,39.7701 ,50,1988.510,0.040,1988.470,7.060,0.356%,0,G,3
1028,SH,B,1/15/2019,(30.1900),100,-3019.000,1040,SH,S,1/15/2019,30.0602 ,100,3006.020,0.050,3005.970,-12.980,-0.430%,0,L,3
1050,SH,B,1/15/2019,(30.1099),30,-903.297,1081,SH,S,1/15/2019,30.2000 ,30,906.000,0.030,905.970,2.703,0.299%,0,G,3
1017,SLV,B,1/15/2019,(14.6699),100,-1466.990,1119,SLV,S,1/17/2019,14.5101 ,100,1451.010,0.030,1450.980,-15.980,-1.089%,2,L,3
1016,T,B,1/15/2019,(30.3700),100,-3037.000,1022,T,S,1/15/2019,30.3900 ,100,3039.000,0.050,3038.950,2.000,0.066%,0,G,3
1068,T,B,1/15/2019,(30.4900),100,-3049.000,1089,T,S,1/15/2019,30.5100 ,100,3051.000,0.050,3050.950,2.000,0.066%,0,G,3
1018,TMUS,B,1/15/2019,(68.0799),30,-2042.397,1021,TMUS,S,1/15/2019,68.1000 ,30,2043.000,0.040,2042.960,0.603,0.030%,0,G,3
1042,TMUS,B,1/15/2019,(68.0199),25,-1700.498,1044,TMUS,S,1/15/2019,68.0400 ,25,1701.000,0.040,1700.960,0.502,0.030%,0,G,3
1071,TMUS,B,1/15/2019,(68.0599),20,-1361.198,1096,TMUS,S,1/16/2019,66.7801 ,20,1335.602,0.030,1335.572,-25.596,-1.880%,1,L,3
1073,TVIX,B,1/15/2019,(46.2694),1,-46.269,1074,TVIX,S,1/15/2019,46.2900 ,1,46.290,0.020,46.270,0.021,0.045%,0,G,3
1073,TVIX,B,1/15/2019,(46.2694),79,-3655.283,1075,TVIX,S,1/15/2019,46.2900 ,79,3656.910,0.060,3656.850,1.627,0.045%,0,G,3
1084,TVIX,B,1/15/2019,(47.2800),50,-2364.000,1085,TVIX,S,1/15/2019,46.1906 ,50,2309.530,0.050,2309.480,-54.470,-2.304%,0,L,3
1087,TVIX,B,1/15/2019,(46.6099),20,-932.198,1113,TVIX,S,1/17/2019,46.9500 ,20,939.000,0.020,938.980,6.802,0.730%,2,G,3
1001,TZA,B,1/15/2019,(12.4350),50,-621.750,1008,TZA,S,1/15/2019,12.4600 ,50,623.000,0.020,622.980,1.250,0.201%,0,G,3
1014,VXX,B,1/15/2019,(38.2400),50,-1912.000,1027,VXX,S,1/15/2019,37.8302 ,50,1891.510,0.040,1891.470,-20.490,-1.072%,0,L,3
1033,VXX,B,1/15/2019,(37.9500),30,-1138.500,1079,VXX,S,1/15/2019,38.3800 ,30,1151.400,0.030,1151.370,12.900,1.133%,0,G,3
1086,VXX,B,1/15/2019,(38.1199),20,-762.398,1117,VXX,S,1/17/2019,38.1408 ,20,762.816,0.010,762.806,0.418,0.055%,2,G,3
999,VZ,B,1/15/2019,(57.9499),30,-1738.497,1000,VZ,S,1/15/2019,57.9700 ,30,1739.100,0.040,1739.060,0.603,0.035%,0,G,3
1030,VZ,B,1/15/2019,(58.0199),20,-1160.398,1043,VZ,S,1/15/2019,58.0400 ,20,1160.800,0.030,1160.770,0.402,0.035%,0,G,3
1062,VZ,B,1/15/2019,(58.0799),20,-1161.598,1097,VZ,S,1/16/2019,57.1601 ,20,1143.202,0.030,1143.172,-18.396,-1.584%,1,L,3
1069,YUM,B,1/15/2019,(90.2950),50,-4514.750,1090,YUM,S,1/16/2019,90.3200 ,50,4516.000,0.070,4515.930,1.250,0.028%,1,G,3
1091,ABT,B,1/16/2019,(70.5300),20,-1410.600,1139,ABT,S,1/18/2019,71.6200 ,20,1432.400,0.030,1432.370,21.800,1.545%,2,G,3
1098,AMAT,B,1/16/2019,(34.1800),50,-1709.000,1127,AMAT,S,1/17/2019,34.4500 ,50,1722.500,0.040,1722.460,13.500,0.790%,1,G,3
1111,FSLR,B,1/16/2019,(47.8400),25,-1196.000,1128,FSLR,S,1/17/2019,48.2300 ,25,1205.750,0.030,1205.720,9.750,0.815%,1,G,3
1100,GE,B,1/16/2019,(8.9000),200,-1780.000,1124,GE,S,1/17/2019,9.0900 ,200,1818.000,0.050,1817.950,38.000,2.135%,1,G,3
1107,MU,B,1/16/2019,(33.8899),40,-1355.596,1135,MU,S,1/18/2019,35.9501 ,40,1438.004,0.030,1437.974,82.408,6.079%,2,G,3
 ,NBEV,B,1/16/2019,(6.7779),150,-1016.685,1137,NBEV,S,1/18/2019,6.4100 ,150,961.500,0.040,961.460,-55.185,-5.428%,2,L,3
1105,NFLX,B,1/16/2019,(351.8699),10,-3518.699,1167,NFLX,S,1/22/2019,325.8100 ,10,3258.100,0.050,3258.050,-260.599,-7.406%,6,L,4
1109,O,B,1/16/2019,(64.6200),10,-646.200,1138,O,S,1/18/2019,64.7400 ,10,647.400,0.010,647.390,1.200,0.186%,2,G,3
1099,PG,B,1/16/2019,(91.2199),20,-1824.398,1118,PG,S,1/17/2019,91.0800 ,20,1821.600,0.040,1821.560,-2.798,-0.153%,1,L,3
1103,SBUX,B,1/16/2019,(64.6798),50,-3233.990,1169,SBUX,S,1/22/2019,65.7000 ,50,3285.000,0.050,3284.950,51.010,1.577%,6,G,4
1106,SDS,B,1/16/2019,(39.1890),1,-39.189,1115,SDS,S,1/17/2019,39.2500 ,1,39.250,0.020,39.230,0.061,0.156%,1,G,3
1106,SDS,B,1/16/2019,(39.1890),19,-744.591,1116,SDS,S,1/17/2019,39.2500 ,19,745.750,0.020,745.730,1.159,0.156%,1,G,3
1101,TVIX,B,1/16/2019,(45.4291),20,-908.582,1113,TVIX,S,1/17/2019,46.9500 ,20,939.000,0.020,938.980,30.418,3.348%,1,G,3
1102,VXX,B,1/16/2019,(37.7799),20,-755.598,1117,VXX,S,1/17/2019,38.1408 ,20,762.816,0.020,762.796,7.218,0.955%,1,G,3
1123,ATVI,B,1/17/2019,(47.0599),20,-941.198,1136,ATVI,S,1/18/2019,48.9500 ,20,979.000,0.030,978.970,37.802,4.016%,1,G,3
1125,INTC,B,1/17/2019,(48.2300),25,-1205.750,1143,INTC,S,1/18/2019,49.2000 ,25,1230.000,0.030,1229.970,24.250,2.011%,1,G,3
1122,KO,B,1/17/2019,(47.0099),50,-2350.495,1141,KO,S,1/18/2019,47.6000 ,50,2380.000,0.050,2379.950,29.505,1.255%,1,G,3
1121,O,B,1/17/2019,(64.6800),10,-646.800,1138,O,S,1/18/2019,64.7400 ,10,647.400,0.020,647.380,0.600,0.093%,1,G,3
1112,SH,B,1/17/2019,(30.1350),50,-1506.750,1129,SH,S,1/18/2019,29.6300 ,50,1481.500,0.030,1481.470,-25.250,-1.676%,1,L,3
1120,T,B,1/17/2019,(30.5899),50,-1529.495,1140,T,S,1/18/2019,30.9300 ,50,1546.500,0.040,1546.460,17.005,1.112%,1,G,3
1126,YUM,B,1/17/2019,(90.7200),15,-1360.800,1142,YUM,S,1/18/2019,92.4500 ,15,1386.750,0.030,1386.720,25.950,1.907%,1,G,3
1133,BAC,B,1/18/2019,(28.7900),100,-2879.000,1163,BAC,S,1/22/2019,29.1301 ,100,2913.010,0.050,2912.960,34.010,1.181%,4,G,4
1144,CME,B,1/18/2019,(182.6221),5,-913.111,1164,CME,S,1/22/2019,185.4011 ,5,927.006,0.030,926.976,13.895,1.522%,4,G,4
1132,GE,B,1/18/2019,(9.0699),150,-1360.485,1231,GE,S,1/24/2019,8.8401 ,150,1326.015,0.040,1325.975,-34.470,-2.534%,6,L,4
1147,IRM,B,1/18/2019,(35.5299),50,-1776.495,1165,IRM,S,1/22/2019,35.5700 ,50,1778.500,0.040,1778.460,2.005,0.113%,4,G,4
1145,KO,B,1/18/2019,(47.4299),25,-1185.748,1166,KO,S,1/22/2019,47.6500 ,25,1191.250,0.030,1191.220,5.502,0.464%,4,G,4
1131,NFLX,B,1/18/2019,(347.7768),2,-695.554,1167,NFLX,S,1/22/2019,325.8100 ,2,651.620,0.020,651.600,-43.934,-6.316%,4,L,4
1148,O,B,1/18/2019,(64.6099),20,-1292.198,1168,O,S,1/22/2019,64.9000 ,20,1298.000,0.030,1297.970,5.802,0.449%,4,G,4
1146,PEGI,B,1/18/2019,(20.0799),50,-1003.995,1198,PEGI,S,1/23/2019,20.3300 ,50,1016.500,0.030,1016.470,12.505,1.246%,5,G,4
1134,SBUX,B,1/18/2019,(64.0899),10,-640.899,1169,SBUX,S,1/22/2019,65.7000 ,10,657.000,0.020,656.980,16.101,2.512%,4,G,4
1149,TMUS,B,1/18/2019,(67.3900),50,-3369.500,1186,TMUS,S,1/23/2019,66.9101 ,50,3345.505,0.060,3345.445,-23.995,-0.712%,5,L,4
1130,VZ,B,1/18/2019,(56.9200),20,-1138.400,1191,VZ,S,1/23/2019,57.7200 ,20,1154.400,0.030,1154.370,16.000,1.405%,5,G,4
1150,ABT,B,1/22/2019,(70.9272),20,-1418.544,1187,ABT,S,1/23/2019,69.7000 ,20,1394.000,0.030,1393.970,-24.544,-1.730%,1,L,4
1151,ATVI,B,1/22/2019,(47.5699),25,-1189.248,1174,ATVI,S,1/23/2019,46.6400 ,25,1166.000,0.030,1165.970,-23.247,-1.955%,1,L,4
1152,FSLR,B,1/22/2019,(46.6892),20,-933.784,1182,FSLR,S,1/23/2019,46.0400 ,20,920.800,0.030,920.770,-12.984,-1.390%,1,L,4
1153,INTC,B,1/22/2019,(48.5090),25,-1212.725,1176,INTC,S,1/23/2019,47.9010 ,25,1197.525,0.030,1197.495,-15.200,-1.253%,1,L,4
1154,KO,B,1/22/2019,(47.4899),20,-949.798,1199,KO,S,1/23/2019,48.0801 ,20,961.602,0.030,961.572,11.804,1.243%,1,G,4
1155,MSFT,B,1/22/2019,(106.9150),10,-1069.150,1185,MSFT,S,1/23/2019,105.8650 ,10,1058.650,0.030,1058.620,-10.500,-0.982%,1,L,4
1156,MU,B,1/22/2019,(34.2199),30,-1026.597,1178,MU,S,1/23/2019,33.8119 ,30,1014.357,0.030,1014.327,-12.240,-1.192%,1,L,4
1157,O,B,1/22/2019,(64.8495),20,-1296.990,1188,O,S,1/23/2019,64.4807 ,20,1289.614,0.030,1289.584,-7.376,-0.569%,1,L,4
1158,PFE,B,1/22/2019,(42.3799),20,-847.598,1177,PFE,S,1/23/2019,41.8900 ,20,837.800,0.030,837.770,-9.798,-1.156%,1,L,4
1159,PG,B,1/22/2019,(91.4599),10,-914.599,1171,PG,S,1/23/2019,95.9100 ,10,959.100,0.030,959.070,44.501,4.866%,1,G,4
1160,T,B,1/22/2019,(30.6500),40,-1226.000,1189,T,S,1/23/2019,30.7300 ,40,1229.200,0.030,1229.170,3.200,0.261%,1,G,4
